,movie_id,title,category,year,Poster,Director,Actors,Runtime
480,484,Lassie ,Adventure,1994,https://m.media-amazon.com/images/M/MV5BMGMyZjAzZGItY2ZkZi00Y2YwLTk4M2QtNTRmNWEzYjU1NDVlXkEyXkFqcGdeQXVyNjg4NzYzMzA@._V1_SX300.jpg,Daniel Petrie,"Helen Slater, Tom Guiry, Jon Tenney",94 min
481,485,Last Action Hero ,Action,1993,https://m.media-amazon.com/images/M/MV5BNjdhOGY1OTktYWJkZC00OGY5LWJhY2QtZmQzZDA2MzY5MmNmXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,John McTiernan,"Arnold Schwarzenegger, F. Murray Abraham, Art Carney",130 min
482,486,Life with Mikey ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BYTY3YTcxODktYTBlZC00MzQ1LWE4ZDUtZDQwYTZlMDUzOWExXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,James Lapine,"Michael J. Fox, Christina Vidal, Nathan Lane",91 min
483,487,Lightning Jack ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BODFhZGQyOTUtNGNlNS00NjJkLTk1OWQtODZkYmMzOGI2ZWIwXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Simon Wincer,"Paul Hogan, Cuba Gooding Jr., Beverly D'Angelo",98 min
484,488,M. Butterfly ,Drama,1993,https://m.media-amazon.com/images/M/MV5BODhhMGEwOGEtNDJjMi00OWQ1LThlZjItNTk3Y2IzZThlNjdkXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,David Cronenberg,"Jeremy Irons, John Lone, Barbara Sukowa",101 min
485,489,Made in America ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BYjhmYzdlMmQtOWVlOC00NDI0LWFiN2YtMGE0ZTc1ZDJhOGMzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Richard Benjamin,"Whoopi Goldberg, Ted Danson, Will Smith",111 min
486,490,Malice ,Thriller,1993,https://m.media-amazon.com/images/M/MV5BYTA4NWFkOGItN2Q2NS00MDdlLTliMDYtZWEwNmU1MmVkMzQ4XkEyXkFqcGdeQXVyNjU0NTI0Nw@@._V1_SX300.jpg,Harold Becker,"Alec Baldwin, Nicole Kidman, Bill Pullman",107 min
488,492,Manhattan Murder Mystery ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BMWM5MGZiZDAtMWE0Ny00MjY3LWJlOWItNjY4MmI4NDAyM2NhXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Woody Allen,"Woody Allen, Diane Keaton, Jerry Adler",104 min
489,493,Menace II Society ,Action,1993,https://m.media-amazon.com/images/M/MV5BNGE3MGI0MzItNjJjNC00ZTUzLTlmZTctOGUyMDllMWM2OTcxXkEyXkFqcGdeQXVyMjQ1MjYzOTQ@._V1_SX300.jpg,"Albert Hughes, Allen Hughes","Tyrin Turner, Larenz Tate, June Kyoto Lu",97 min
490,494,Executive Decision ,Action,1996,https://m.media-amazon.com/images/M/MV5BOTFiYzg1ZGUtNTZiOC00MWNmLWFiMmItZGNkOGU2NzE0MTJhXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Stuart Baird,"Kurt Russell, Halle Berry, John Leguizamo",133 min
491,495,In the Realm of the Senses ,Drama,1976,https://m.media-amazon.com/images/M/MV5BYTg4MGY0YjMtN2Y2MC00MjQ4LTk5MzEtNDdkZjliMGZmMDU0XkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Nagisa Ôshima,"Tatsuya Fuji, Eiko Matsuda, Aoi Nakajima",109 min
492,496,What Happened Was... ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BZDJiMGI5OGYtZGM0YS00Y2E0LWJlMDAtODIzNzRjNDk5NTBkXkEyXkFqcGdeQXVyMjQ0NzcxNjM@._V1_SX300.jpg,Tom Noonan,"Tom Noonan, Karen Sillas",91 min
493,497,Much Ado About Nothing ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BY2Q3YTU4OTgtZTc0My00YmY1LWJmOTQtMmMwNGE2ZjBmNmIxXkEyXkFqcGdeQXVyMTAwMzUyOTc@._V1_SX300.jpg,Kenneth Branagh,"Kenneth Branagh, Emma Thompson, Keanu Reeves",111 min
494,498,Mr. Jones ,Drama,1993,https://m.media-amazon.com/images/M/MV5BNDIzMGZlNGQtNWFlMC00NDc1LTliNmQtNDA3ODRlYzhjMGNmXkEyXkFqcGdeQXVyMTkxNjUyNQ@@._V1_SX300.jpg,Agnieszka Holland,"James Norton, Vanessa Kirby, Peter Sarsgaard",119 min
495,499,Mr. Wonderful ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BZWI3OWE2ODYtMzE0NC00ZGI4LTk1MTAtZWUxMDU1NDE0M2U3XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Anthony Minghella,"Matt Dillon, Annabella Sciorra, Mary-Louise Parker",98 min
496,500,Mrs. Doubtfire ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BMjExMDUzODE1N15BMl5BanBnXkFtZTgwNTU5NTYxMTE@._V1_SX300.jpg,Chris Columbus,"Robin Williams, Sally Field, Pierce Brosnan",125 min
497,501,Naked ,Drama,1993,https://m.media-amazon.com/images/M/MV5BMjA3Y2I4NjAtMDQyZS00ZGJhLWEwMzgtODBiNzE5Zjc1Nzk1L2ltYWdlXkEyXkFqcGdeQXVyNTc2MDU0NDE@._V1_SX300.jpg,Mike Leigh,"David Thewlis, Lesley Sharp, Katrin Cartlidge",131 min
499,503,"New Age, The ",Drama,1994,https://m.media-amazon.com/images/M/MV5BZGZmNDRmNmUtNDk4Zi00ZTQ0LThkM2EtNmI2OTlmMDNiMjZkXkEyXkFqcGdeQXVyMTczMTM1MTQ@._V1_SX300.jpg,Thomas Rivas,"Pablo Aguirre Jr., Asia, Dana Campbell",
500,504,No Escape ,Action,1994,https://m.media-amazon.com/images/M/MV5BMjE0MDI3NTE5NF5BMl5BanBnXkFtZTgwNzI3ODM2NjE@._V1_SX300.jpg,John Erick Dowdle,"Lake Bell, Pierce Brosnan, Owen Wilson",103 min
501,505,North ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BODc2MWQzMzUtZDMyZS00MmI2LWJlMDEtNTg1MjVjYzY0ZTRlXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Rob Reiner,"Elijah Wood, Bruce Willis, Jason Alexander",87 min
502,506,Orlando ,Drama,1992,https://m.media-amazon.com/images/M/MV5BYmY1OTA3MjAtYjQxOC00OTlkLWExZWQtMjc3ZjExOWFhM2UwXkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Sally Potter,"Tilda Swinton, Billy Zane, Quentin Crisp",94 min
503,507,"Perfect World, A ",Crime,1993,https://m.media-amazon.com/images/M/MV5BOGNlYzEzNjItZTE3Ny00NTFlLWJhNzMtM2I2OGU0ZjVlMTllXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,,Jean-Pierre Giagnoli,
504,508,Philadelphia ,Drama,1993,https://m.media-amazon.com/images/M/MV5BNDE0MWE1ZTMtOWFkMS00YjdiLTkwZTItMDljYjY3MjM0NTk5XkEyXkFqcGdeQXVyNDYyMDk5MTU@._V1_SX300.jpg,Jonathan Demme,"Tom Hanks, Denzel Washington, Roberta Maxwell",125 min
505,509,"Piano, The ",Drama,1993,https://m.media-amazon.com/images/M/MV5BMDVlNmI0NjgtYjg5OC00YmJiLWI2OTItZjc2MTdiN2QwZDY4XkEyXkFqcGdeQXVyNjIwMTUyNDg@._V1_SX300.jpg,Rebecca Tansley,,98 min
506,510,Poetic Justice ,Drama,1993,https://m.media-amazon.com/images/M/MV5BZTk0YjE0ZTAtNDcyZC00MmRhLWFhYWQtZDVjN2U3ZDdjN2UzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,John Singleton,"Janet Jackson, Tupac Shakur, Regina King",109 min
509,513,Radioland Murders ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BMWRkYzc3YjYtNWY3Yy00Y2FmLTgyOTYtM2U2ZDg0MDA0MTIwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Mel Smith,"Brian Benben, Mary Stuart Masterson, Ned Beatty",108 min
512,516,Renaissance Man ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BNDFhMzVhMWMtNGQ2ZS00YjlmLTg0ZGUtNDUzN2IxOThhZDViXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Penny Marshall,"Danny DeVito, Gregory Hines, James Remar",128 min
513,517,Rising Sun ,Action,1993,https://m.media-amazon.com/images/M/MV5BMTVkMGUwN2UtZjI4MS00YWU0LWI2NjAtOTc1MmMzMzkxZTUwXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Philip Kaufman,"Sean Connery, Wesley Snipes, Harvey Keitel",129 min
515,519,RoboCop 3 ,Action,1993,https://m.media-amazon.com/images/M/MV5BYTVlYjZiMGEtZWQyMy00NTE5LWFmNmYtNjFjMjk1YjNiOGZmXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_SX300.jpg,Fred Dekker,"Robert John Burke, Nancy Allen, Mario Machado",104 min
516,520,Robin Hood: Men in Tights ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BZGYyNmU2NmEtNGU1ZS00YjFkLWI0MWQtZjU2MmUxZDAyN2UxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Mel Brooks,"Cary Elwes, Richard Lewis, Roger Rees",104 min
517,521,Romeo Is Bleeding ,Crime,1993,https://m.media-amazon.com/images/M/MV5BNTY1OTA1ZDEtNzVmNi00MWEwLWJlYjItM2UyZDhmNmZiZDE2L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,Peter Medak,"Gary Oldman, Lena Olin, Wallace Wood",110 min
518,522,Romper Stomper ,Action,1992,https://m.media-amazon.com/images/M/MV5BOTEzZjE4ZmMtYTdmMi00NDE3LTg1ZDYtMTRmMGEwMzdmODUyXkEyXkFqcGdeQXVyNTM0NTU5Mg@@._V1_SX300.jpg,Geoffrey Wright,"Russell Crowe, Daniel Pollock, Jacqueline McKenzie",94 min
519,523,Ruby in Paradise ,Drama,1993,https://m.media-amazon.com/images/M/MV5BYzE2NDVmMDEtOWI5Yi00OWZmLWE1MGYtZTJiNTgzNTkzOWM5XkEyXkFqcGdeQXVyNDkzNTM2ODg@._V1_SX300.jpg,Victor Nunez,"Ashley Judd, Todd Field, Bentley Mitchum",114 min
520,524,Rudy ,Drama,1993,https://m.media-amazon.com/images/M/MV5BZGUzMDU1YmQtMzBkOS00MTNmLTg5ZDQtZjY5Njk4Njk2MmRlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_SX300.jpg,David Anspaugh,"Sean Astin, Jon Favreau, Ned Beatty",114 min
522,526,Savage Nights ,Drama,1992,https://m.media-amazon.com/images/M/MV5BNWVmZjAyZTctYjYwZC00NGIwLThiNWYtNWZkZGJiN2NlMjJhXkEyXkFqcGdeQXVyODU4MzMxNDg@._V1_SX300.jpg,Cyril Collard,"Cyril Collard, Romane Bohringer, Carlos López",126 min
523,527,Schindler's List ,Drama,1993,https://m.media-amazon.com/images/M/MV5BNDE4OTMxMTctNmRhYy00NWE2LTg3YzItYTk3M2UwOTU5Njg4XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Steven Spielberg,"Liam Neeson, Ralph Fiennes, Ben Kingsley",195 min
524,528,"Scout, The ",Comedy,1994,https://m.media-amazon.com/images/M/MV5BYThjNzNkYWQtODVjZS00ZGIxLTk5Y2YtZjkyNzA3ZjVlOWY4XkEyXkFqcGdeQXVyMjYxMzI3MTA@._V1_SX300.jpg,,"Adrian Petriw, Hannah Rochelle Burr, Wilfred Hogan",35 min
525,529,Searching for Bobby Fischer ,Drama,1993,https://m.media-amazon.com/images/M/MV5BNTNlYjBjMGEtOTFkZS00MjM5LTk2ZTktYWVmZTc4NzE3NzAxL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Steven Zaillian,"Joe Mantegna, Ben Kingsley, Max Pomeranc",109 min
526,530,Second Best ,Drama,1994,https://m.media-amazon.com/images/M/MV5BMjg3Mjk4MDI0M15BMl5BanBnXkFtZTgwOTQwNjkwMzE@._V1_SX300.jpg,Chris Menges,"William Hurt, Nathan Yapp, Keith Allen",105 min
528,532,Serial Mom ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BYjM0N2ViMzUtMTc1OS00YmEzLWE2NWYtNjU5NTY4NjRlOTI0XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,John Waters,"Kathleen Turner, Sam Waterston, Ricki Lake",95 min
529,533,"Shadow, The ",Action,1994,https://m.media-amazon.com/images/M/MV5BMTIwNjIyMDU4Ml5BMl5BanBnXkFtZTcwODE5ODQyMQ@@._V1_SX300.jpg,Peter Levin,"Peter Strauss, Henry Czerny, Lindsay Frost",95 min
530,534,Shadowlands ,Drama,1993,https://m.media-amazon.com/images/M/MV5BMTE2MGEzMDctZTZlMi00MjY1LWI5NmQtYmJlZGJiYjkwNWQ5XkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,Richard Attenborough,"Anthony Hopkins, Debra Winger, Julian Fellowes",131 min
531,535,Short Cuts ,Drama,1993,https://m.media-amazon.com/images/M/MV5BMGNmYWM1MDAtNjU1NS00YzA1LTgzZDQtMzIyMTNiNzkyNzBhXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,Robert Altman,"Andie MacDowell, Julianne Moore, Tim Robbins",188 min
533,537,Sirens ,Drama,1994,https://m.media-amazon.com/images/M/MV5BN2JkMzkxYTEtODljMC00Mzk5LThkYTQtMWM1NTdjMDhlMWUwXkEyXkFqcGdeQXVyNTE1NjY5Mg@@._V1_SX300.jpg,John Duigan,"Hugh Grant, Tara Fitzgerald, Sam Neill",98 min
534,538,Six Degrees of Separation ,Drama,1993,https://m.media-amazon.com/images/M/MV5BMTQ5ODk1NTI4NV5BMl5BanBnXkFtZTcwNDYzMjI3NA@@._V1_SX300.jpg,Fred Schepisi,"Will Smith, Stockard Channing, Donald Sutherland",112 min
535,539,Sleepless in Seattle ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BNWY1MDJkZGUtZTE2OS00ODZiLTlmNzQtMDZjNzM2ZjkwM2QxXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Nora Ephron,"Tom Hanks, Meg Ryan, Ross Malinger",105 min
536,540,Sliver ,Thriller,1993,https://m.media-amazon.com/images/M/MV5BYWM4NTI2N2MtMWY2Mi00YzUwLTg4MDEtOWRjMTY4Njg0MDU4XkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_SX300.jpg,Phillip Noyce,"Sharon Stone, William Baldwin, Tom Berenger",107 min
537,541,Blade Runner ,Action,1982,https://m.media-amazon.com/images/M/MV5BNzQzMzJhZTEtOWM4NS00MTdhLTg0YjgtMjM4MDRkZjUwZDBlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,Ridley Scott,"Harrison Ford, Rutger Hauer, Sean Young",117 min
538,542,Son in Law ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BZWY1YWUwNjQtMDk2Zi00MDJiLWIzMDAtNzAyNjJiYTFlMGI0XkEyXkFqcGdeQXVyNjE5MjUyOTM@._V1_SX300.jpg,Steve Rash,"Pauly Shore, Carla Gugino, Lane Smith",95 min
539,543,So I Married an Axe Murderer ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BN2VjOTA4MDEtYmZiYy00MTJiLWEwZTItNzM4Y2IwMzdjNjgzXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Thomas Schlamme,"Mike Myers, Nancy Travis, Anthony LaPaglia",93 min
540,544,Striking Distance ,Action,1993,https://m.media-amazon.com/images/M/MV5BMTQzMDEwMTc5N15BMl5BanBnXkFtZTgwMzczNjQxMTE@._V1_SX300.jpg,Rowdy Herrington,"Bruce Willis, Sarah Jessica Parker, Dennis Farina",102 min
541,545,Harem ,Drama,1985,https://m.media-amazon.com/images/M/MV5BMjAzODg4NzY1MV5BMl5BanBnXkFtZTgwOTU0MzkwMzE@._V1_SX300.jpg,Arthur Joffé,"Nastassja Kinski, Ben Kingsley, Dennis Goldson",113 min
542,546,Super Mario Bros. ,Action,1993,https://m.media-amazon.com/images/M/MV5BZGVmZTUyZDAtYjg0MC00NmE5LWE2OTAtM2FjNGI1NWUyMzE0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,"Annabel Jankel, Rocky Morton","Bob Hoskins, John Leguizamo, Dennis Hopper",104 min
543,547,Surviving the Game ,Action,1994,https://m.media-amazon.com/images/M/MV5BYWVhODdmOTYtODU0Ny00NTAxLWI4MjItMzIwNTE1MmIyMWVlXkEyXkFqcGdeQXVyMjUzOTY1NTc@._V1_SX300.jpg,Ernest R. Dickerson,"Rutger Hauer, Ice-T, Charles S. Dutton",96 min
544,548,Terminal Velocity ,Action,1994,https://m.media-amazon.com/images/M/MV5BZGQxMTQ0ZjQtOTVmYi00N2ViLTg2NzItZmZjMGE2NmFlM2I4XkEyXkFqcGdeQXVyNDk3NzU2MTQ@._V1_SX300.jpg,Deran Sarafian,"Charlie Sheen, Nastassja Kinski, James Gandolfini",102 min
545,549,Thirty-Two Short Films About Glenn Gould ,Drama,1993,https://m.media-amazon.com/images/M/MV5BZWQxMzU0NTQtNzFjNi00MWEwLWEyOTEtZGU0OTMwODIyMjE4XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,François Girard,"Colm Feore, Derek Keurvorst, Katya Ladan",98 min
546,550,Threesome ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BM2E1MjU5ZmUtYzJkMC00NDM2LTk1MjctMGY3ZGU4ZGNkNWFiXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Andrew Fleming,"Lara Flynn Boyle, Josh Charles, Stephen Baldwin",93 min
549,553,Tombstone ,Action,1993,https://m.media-amazon.com/images/M/MV5BODRkYzA4MGItODE2MC00ZjkwLWI2NDEtYzU1NzFiZGU1YzA0XkEyXkFqcGdeQXVyNTAyODkwOQ@@._V1_SX300.jpg,"George P. Cosmatos, Kevin Jarre","Kurt Russell, Val Kilmer, Sam Elliott",130 min
550,554,Trial by Jury ,Crime,1994,https://m.media-amazon.com/images/M/MV5BMjgyMjYxYzMtOTY4Zi00ZjYxLThkNmEtZmY1NWExZDJjMWU3XkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Heywood Gould,"Joanne Whalley, Armand Assante, Gabriel Byrne",107 min
551,555,True Romance ,Crime,1993,https://m.media-amazon.com/images/M/MV5BYWRhYWJjNGEtMjNhNi00NzFkLTk1ZGUtNjNmM2FlNTNhNWRjXkEyXkFqcGdeQXVyNzkwMjQ5NzM@._V1_SX300.jpg,Tony Scott,"Christian Slater, Patricia Arquette, Dennis Hopper",119 min
554,559,"Paris, France ",Comedy,1993,https://m.media-amazon.com/images/M/MV5BMTgyNzk4Mjk3Nl5BMl5BanBnXkFtZTcwNzIzNjcyMQ@@._V1_SX300.jpg,Jerry Ciccoritti,"Leslie Hope, Peter Outerbridge, Victor Ertmanis",112 min
556,561,Killer ,Drama,1994,https://m.media-amazon.com/images/M/MV5BMTc4MDAxMjAzNV5BMl5BanBnXkFtZTcwNTY3ODg3NQ@@._V1_SX300.jpg,Gary McKendry,"Jason Statham, Clive Owen, Robert De Niro",116 min
557,562,Welcome to the Dollhouse ,Comedy,1995,https://m.media-amazon.com/images/M/MV5BOGE0N2U2YzItM2NmNy00YTE1LWE1ZjktNWRlMWFhYTQzNzgzXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Todd Solondz,"Heather Matarazzo, Christina Brucato, Victoria Davis",88 min
558,563,Germinal ,Drama,1993,https://m.media-amazon.com/images/M/MV5BMjViOGU4ZjctMjQ1Mi00MzliLTk2ZDgtYWU3ZGZlMjNjNGMzXkEyXkFqcGdeQXVyMjQzMzQzODY@._V1_SX300.jpg,Claude Berri,"Renaud, Gérard Depardieu, Miou-Miou",160 min
559,564,Chasers ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BZWYzOTc5NmMtOTk1ZC00YTc3LThkMTEtMjVkMjdiYWQ1OWI0XkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Dennis Hopper,"Tom Berenger, Erika Eleniak, William McNamara",102 min
560,565,Cronos ,Drama,1993,https://m.media-amazon.com/images/M/MV5BNzBjOWUxMTItYWY1OC00Zjg5LTlhYWMtMjI3YjUyMjVkMWFmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Guillermo del Toro,"Federico Luppi, Ron Perlman, Claudio Brook",94 min
561,566,Naked in New York ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BZjgwZjMyN2YtOGU3ZS00Mjg3LWEzNzItNmU0Mjg1YjBlYzU3XkEyXkFqcGdeQXVyMTA0MjU0Ng@@._V1_SX300.jpg,Daniel Algrant,"Eric Stoltz, Mary-Louise Parker, Ralph Macchio",95 min
562,567,Kika ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BMzMyZGVmYjYtZjU0Yy00NzllLThiMmItNGRhYzk0ODdlYzRkL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNzc5MjA3OA@@._V1_SX300.jpg,Pedro Almodóvar,"Peter Coyote, Verónica Forqué, Victoria Abril",114 min
563,568,Bhaji on the Beach ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BMTYyNTM0Mzk3MF5BMl5BanBnXkFtZTcwNDAzMTgxMQ@@._V1_SX300.jpg,Gurinder Chadha,"Kim Vithana, Jimmi Harkishin, Sarita Khajuria",101 min
564,569,Little Big League ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BNTEwZjYyMTEtNzk2NS00MDdhLWE0MzYtMzMyMzBlZGQ2ZTBjXkEyXkFqcGdeQXVyMjA0MDQ0Mjc@._V1_SX300.jpg,Andrew Scheinman,"Luke Edwards, Timothy Busfield, John Ashton",119 min
567,572,Foreign Student ,Drama,1994,https://m.media-amazon.com/images/M/MV5BYTk4Y2VjYmItYjIxMi00ODkzLTk1ODItNDZkNWM5ZTdhNzY2XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,Eva Sereny,"Robin Givens, Marco Hofschneider, Rick Johnson",90 min
568,573,"Ciao, Professore! ",Drama,1992,https://m.media-amazon.com/images/M/MV5BMjM1ODRlMmYtZDNiMi00ZDE5LWJiN2EtMDMxMWUyZGQ1YzVlXkEyXkFqcGdeQXVyNjMwMjk0MTQ@._V1_SX300.jpg,Lina Wertmüller,"Paolo Villaggio, Isa Danieli, Gigio Morra",100 min
569,574,Spanking the Monkey ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BYTcxZTlhY2MtMmI4Ni00NTQxLTllMDItZDVlYmUxZTI0MTIwXkEyXkFqcGdeQXVyMTMxMTY0OTQ@._V1_SX300.jpg,David O. Russell,"Jeremy Davies, Alberta Watson, Benjamin Hendrickson",100 min
571,576,Fausto ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BODZkYWNiZTUtNGIxZi00NTkyLTk1YjAtM2Q2YTFmNDBmOTY2XkEyXkFqcGdeQXVyOTExMzI2Nzg@._V1_SX300.jpg,Andrea Bussmann,"Victor Pueyo, Fernando Renjifo, Ziad Chakaroun",70 min
572,577,Andre ,Adventure,1994,https://m.media-amazon.com/images/M/MV5BMTAxYTA3NzktYjlhYy00N2NlLTg0YjQtNzA1MTFkODhlODEyXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,George Miller,"Tina Majorino, Keith Carradine, Chelsea Field",94 min
573,579,"Escort, The ",Crime,1993,https://m.media-amazon.com/images/M/MV5BNjYwZmEzNzMtZmI2Ni00YjM0LTgxOTctODdmYWZmNTk5NDhjXkEyXkFqcGdeQXVyMjU0NTI4NTc@._V1_SX300.jpg,Katie Uhlmann,"Trish Rainone, Katie Uhlmann",
574,580,Princess Caraboo ,Drama,1994,https://m.media-amazon.com/images/M/MV5BZmYwNTA4N2ItN2ExMi00MDg0LWJhOTYtMTg3ZjY2ZWRiODZmXkEyXkFqcGdeQXVyNjgxNTAwNjQ@._V1_SX300.jpg,Michael Austin,"Phoebe Cates, Jim Broadbent, Wendy Hughes",97 min
576,582,Métisse ,Comedy,1993,https://m.media-amazon.com/images/M/MV5BZDQ3NzU1MzEtNDgwYy00YmY0LTgzZjYtMDg5NDg2NzU1MjI2XkEyXkFqcGdeQXVyMjYxMzY2NDk@._V1_SX300.jpg,Jean Grémillon,"Charles Vanel, Habib Benglia, Gaston Dubosc",51 min
577,583,Dear Diary ,Comedy,1994,https://m.media-amazon.com/images/M/MV5BYWNmODIyY2MtNDM3My00NTA3LWFjOTYtZjY1OTk4YTVmYTM3XkEyXkFqcGdeQXVyMzIzNDU1NTY@._V1_SX300.jpg,Nanni Moretti,"Nanni Moretti, Renato Carpentieri, Giovanna Bozzolo",100 min
578,584,I Don't Want to Talk About It ,Drama,1993,https://m.media-amazon.com/images/M/MV5BMTcyMjkxMDI4NF5BMl5BanBnXkFtZTcwMjMzMTgxMQ@@._V1_SX300.jpg,María Luisa Bemberg,"Marcello Mastroianni, Luisina Brando, Alejandra Podesta",102 min
580,586,Home Alone ,Children,1990,https://m.media-amazon.com/images/M/MV5BMzFkM2YwOTQtYzk2Mi00N2VlLWE3NTItN2YwNDg1YmY0ZDNmXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_SX300.jpg,Chris Columbus,"Macaulay Culkin, Joe Pesci, Daniel Stern",103 min
581,587,Ghost ,Comedy,1990,https://m.media-amazon.com/images/M/MV5BMmE4ZjI3YzctNjM0YS00MjBlLWFmYjItNDRiNTk0ZmRkYjVjXkEyXkFqcGdeQXVyNjc3MjQzNTI@._V1_SX300.jpg,Jerry Zucker,"Patrick Swayze, Demi Moore, Whoopi Goldberg",127 min
582,588,Aladdin ,Adventure,1992,https://m.media-amazon.com/images/M/MV5BY2Q2NDI1MjUtM2Q5ZS00MTFlLWJiYWEtNTZmNjQ3OGJkZDgxXkEyXkFqcGdeQXVyNTI4MjkwNjA@._V1_SX300.jpg,"Ron Clements, John Musker","Scott Weinger, Robin Williams, Linda Larkin",90 min
583,589,Terminator 2: Judgment Day ,Action,1991,https://m.media-amazon.com/images/M/MV5BMGU2NzRmZjUtOGUxYS00ZjdjLWEwZWItY2NlM2JhNjkxNTFmXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_SX300.jpg,James Cameron,"Arnold Schwarzenegger, Linda Hamilton, Edward Furlong",137 min
584,590,Dances with Wolves ,Adventure,1990,https://m.media-amazon.com/images/M/MV5BMTY3OTI5NDczN15BMl5BanBnXkFtZTcwNDA0NDY3Mw@@._V1_SX300.jpg,Kevin Costner,"Kevin Costner, Mary McDonnell, Graham Greene",181 min
585,591,Tough and Deadly ,Action,1995,https://m.media-amazon.com/images/M/MV5BZGU5ZDkxZWEtOWI0My00NGU4LTk4Y2EtOTFkNDcwMTNhZmM2XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_SX300.jpg,Steve Cohen,"Billy Blanks, Roddy Piper, Richard Norton, Charles Kahlenberg",92 min
